name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water,price
"Chicken, batter, fried, cooked, meat and skin, dark meat, broilers or fryers",100 g,298,19g,5g,89mg,295.00 mg,0,18.00 mcg,9.00 mcg,5.607 mg,0.953 mg,0.218 mg,0.117 mg,103.00 IU,31.00 mcg,0,0,0,0,0,0.27 mcg,0.250 mg,0.0 mg,0,0,0,0,21.00 mg,0.080 mg,1.44 mg,20.00 mg,0.058 mg,145.00 mg,185.00 mg,23.6 mcg,2.08 mg,21.85 g,1.226 g,1.333 g,1.889 g,0.302 g,3.506 g,1.318 g,0.637 g,0,1.094 g,1.605 g,1.713 g,0.574 g,0.874 g,1.136 g,0.806 g,0.895 g,0.250 g,0.711 g,1.067 g,9.38 g,0,0,0,0,0,0,0,0,18.64 g,4.950 g,7.580 g,4.430 g,89.00 mg,0,1.31 g,0,0,48.82 g,1.0507
"Yogurt, fortified with vitamin D, with low calorie sweetener, lowfat, fruit",100 g,105,1.4g,0.9g,6mg,58.00 mg,15.2 mg,10.00 mcg,0.00 mcg,0.105 mg,0.544 mg,0.180 mg,0.041 mg,443.00 IU,131.00 mcg,0.00 mcg,4.00 mcg,0.00 mcg,0.00 mcg,0,0.52 mcg,0.045 mg,0.7 mg,52.00 IU,0.06 mg,0.06 mg,1.2 mcg,152.00 mg,0.080 mg,0.07 mg,16.00 mg,0.065 mg,133.00 mg,194.00 mg,3.1 mcg,0.82 mg,4.86 g,0.208 g,0.146 g,0.385 g,0.044 g,0.951 g,0.117 g,0.120 g,0,0.265 g,0.490 g,0.436 g,0.143 g,0.265 g,0.576 g,0.301 g,0.200 g,0.027 g,0.245 g,0.402 g,18.60 g,0.0 g,2.90 g,0,0,0,0,0,0,1.41 g,0.909 g,0.387 g,0.040 g,6.00 mg,0.0 g,1.03 g,0.00 mg,0.00 mg,74.10 g,0.4921
"Pork, pan-broil, heated, separable lean and fat, bone-in, slice, ham, cured",100 g,181,8.5g,2.8g,73mg,852.00 mg,102.4 mg,2.00 mcg,0.00 mcg,7.333 mg,0.726 mg,0.296 mg,0.547 mg,4.00 IU,1.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.63 mcg,0.509 mg,0.0 mg,40.00 IU,0.30 mg,0.30 mg,0.0 mcg,14.00 mg,0.417 mg,1.34 mg,25.00 mg,0.022 mg,285.00 mg,405.00 mg,24.4 mcg,2.87 mg,25.48 g,1.503 g,1.627 g,2.221 g,0.286 g,3.638 g,1.350 g,1.110 g,0.165 g,1.146 g,2.034 g,2.142 g,0.606 g,1.017 g,1.099 g,0.996 g,1.135 g,0.237 g,0.822 g,1.287 g,0.70 g,0.0 g,0.70 g,0.00 g,0.00 g,0.13 g,0.00 g,0.00 g,0.57 g,8.48 g,2.750 g,3.838 g,1.043 g,73.00 mg,0.0 g,3.08 g,0.00 mg,0.00 mg,62.57 g,2.128
"Snacks, made with olestra, fat-free, made from dried potatoes, potato chips",100 g,253,0.9g,0.4g,0,429.00 mg,38.8 mg,67.00 mcg,0.00 mcg,3.397 mg,0.963 mg,0.016 mg,0.177 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.532 mg,108.8 mg,0.00 IU,0.00 mg,0.00 mg,328.6 mcg,20.00 mg,0.165 mg,1.14 mg,48.00 mg,0.394 mg,132.00 mg,931.00 mg,2.9 mcg,0.78 mg,5.06 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.00 g,7.3 g,0.59 g,0.14 g,0.00 g,0.13 g,0.00 g,0.07 g,0.24 g,0.93 g,0.355 g,0.300 g,0.190 g,0.00 mg,0.0 g,2.84 g,0.00 mg,0.00 mg,2.63 g,0.798
"Chicken, roasted, cooked, with added solution, meat only, thigh, dark meat",100 g,164,7.7g,2.4g,122mg,177.00 mg,99.1 mg,4.00 mcg,0.00 mcg,6.343 mg,1.400 mg,0.272 mg,0.091 mg,27.00 IU,8.00 mcg,0.00 mcg,0.00 mcg,1.00 mcg,92.00 mcg,0,0.37 mcg,0.444 mg,0.0 mg,13.00 IU,0.36 mg,0.36 mg,0.0 mcg,10.00 mg,0.074 mg,0.98 mg,24.00 mg,0.011 mg,202.00 mg,268.00 mg,33.7 mcg,1.90 mg,24.23 g,1.425 g,1.661 g,2.339 g,0.278 g,3.897 g,1.091 g,0.710 g,0,1.136 g,2.027 g,2.244 g,0.680 g,0.950 g,0.960 g,0.996 g,1.125 g,0.268 g,0.894 g,1.156 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,7.73 g,2.405 g,3.463 g,1.863 g,122.00 mg,0.0 g,1.19 g,0.00 mg,0.00 mg,67.86 g,1.0773
"Chicken, braised, cooked, with added solution, meat only, thigh, dark meat",100 g,164,8g,2g,126mg,197.00 mg,64.0 mg,4.00 mcg,0.00 mcg,6.330 mg,0,0.140 mg,0.080 mg,25.00 IU,8.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.34 mcg,0.308 mg,0.0 mg,12.00 IU,0.24 mg,0.24 mg,0.2 mcg,12.00 mg,0.052 mg,1.07 mg,24.00 mg,0.017 mg,203.00 mg,290.00 mg,27.2 mcg,1.86 mg,23.00 g,1.378 g,1.606 g,2.262 g,0.269 g,3.768 g,1.055 g,0.686 g,0,1.099 g,1.960 g,2.170 g,0.658 g,0.919 g,0.928 g,0.963 g,1.088 g,0.260 g,0.865 g,1.118 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,7.96 g,2.040 g,3.027 g,1.346 g,126.00 mg,0.0 g,1.19 g,0.00 mg,0.00 mg,68.62 g,1.064
"Fish, cheeks and soft bones (Alaska Native), eyes, head, broad, whitefish",100 g,107,3.6g,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.60 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 g,0,0,0,0,0,0,0,0,3.60 g,0,0,0,0,0,1.50 g,0,0,76.30 g,1.5295
"Beef, braised, cooked, all grades, separable lean and fat, chuck for stew",100 g,191,6.8g,2.8g,99mg,67.00 mg,102.6 mg,8.00 mcg,0.00 mcg,4.117 mg,0.710 mg,0.250 mg,0.075 mg,6.00 IU,2.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,2.73 mcg,0.511 mg,0.0 mg,5.00 IU,0.11 mg,0.11 mg,1.6 mcg,16.00 mg,0.120 mg,2.96 mg,23.00 mg,0.017 mg,228.00 mg,319.00 mg,34.6 mcg,8.32 mg,32.41 g,1.873 g,2.179 g,2.984 g,0.345 g,5.278 g,1.443 g,1.069 g,0.164 g,1.419 g,2.682 g,2.916 g,0.945 g,1.263 g,1.334 g,1.273 g,1.467 g,0.372 g,1.149 g,1.499 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,6.82 g,2.800 g,3.500 g,0.450 g,99.00 mg,0.0 g,1.26 g,0.00 mg,0.00 mg,60.08 g,1.8221
"Chicken, batter, fried, cooked, meat and skin, breast, broilers or fryers",100 g,260,13g,3.5g,85mg,275.00 mg,64.8 mg,15.00 mcg,9.00 mcg,10.523 mg,0.823 mg,0.146 mg,0.115 mg,67.00 IU,20.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.30 mcg,0.430 mg,0.0 mg,6.00 IU,1.06 mg,1.06 mg,2.4 mcg,20.00 mg,0.060 mg,1.25 mg,24.00 mg,0.054 mg,185.00 mg,201.00 mg,28.0 mcg,0.95 mg,24.84 g,1.391 g,1.515 g,2.158 g,0.339 g,3.942 g,1.467 g,0.730 g,0,1.252 g,1.830 g,1.970 g,0.657 g,0.991 g,1.255 g,0.908 g,1.022 g,0.285 g,0.812 g,1.216 g,8.99 g,0.3 g,0.00 g,0,0,0,0,0,0,13.20 g,3.520 g,5.460 g,3.080 g,85.00 mg,0.0 g,1.33 g,0.00 mg,0.00 mg,51.64 g,1.2635
"Cereals ready-to-eat, Honey Squares, FIBER ONE 80 Calories, GENERAL MILLS",100 g,248,2.6g,0.4g,0,425.00 mg,0,333.00 mcg,0,16.700 mg,0,1.390 mg,1.290 mg,1667.00 IU,0,0,0,0,0,0,5.00 mcg,1.660 mg,20.0 mg,133.00 IU,0,0,0,1000.00 mg,0,15.00 mg,53.00 mg,0,333.00 mg,229.00 mg,0,12.50 mg,4.80 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.19 g,38.5 g,10.80 g,0,0,0,0,0,0,2.59 g,0.400 g,0.700 g,1.390 g,0.00 mg,0,5.09 g,0,0,2.20 g,1.0507
"Tofu, prepared with calcium sulfate and magnesium chloride (nigari), firm",100 g,78,4.2g,0.8g,0,12.00 mg,28.1 mg,19.00 mcg,0.00 mcg,0.101 mg,0.110 mg,0.063 mg,0.060 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.071 mg,0.2 mg,0.00 IU,0.01 mg,0.01 mg,2.4 mcg,201.00 mg,0.213 mg,1.61 mg,37.00 mg,0.625 mg,121.00 mg,148.00 mg,9.9 mcg,0.83 mg,9.04 g,0.405 g,0.716 g,1.066 g,0.030 g,1.721 g,0.384 g,0.225 g,0,0.444 g,0.728 g,0.462 g,0.110 g,0.437 g,0.567 g,0.531 g,0.411 g,0.123 g,0.367 g,0.455 g,2.85 g,0.9 g,0.60 g,0,0,0,0,0,0,4.17 g,0.793 g,1.127 g,1.649 g,0.00 mg,0.0 g,1.01 g,0.00 mg,0.00 mg,82.93 g,0.4522
"Tofu, prepared with calcium sulfate and magnesium chloride (nigari), soft",100 g,61,3.7g,0.5g,0,8.00 mg,27.4 mg,44.00 mcg,0.00 mcg,0.535 mg,0.051 mg,0.037 mg,0.047 mg,7.00 IU,0.00 mcg,0.00 mcg,4.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.052 mg,0.2 mg,0.00 IU,0.01 mg,0.01 mg,2.0 mcg,111.00 mg,0.157 mg,1.11 mg,27.00 mg,0.389 mg,92.00 mg,120.00 mg,8.9 mcg,0.64 mg,7.17 g,0.268 g,0.436 g,0.724 g,0.091 g,1.133 g,0.256 g,0.191 g,0,0.324 g,0.498 g,0.431 g,0.084 g,0.319 g,0.353 g,0.309 g,0.268 g,0.102 g,0.219 g,0.331 g,1.18 g,0.2 g,0.70 g,0,0,0,0,0,0,3.69 g,0.533 g,0.814 g,2.081 g,0.00 mg,0.0 g,0.70 g,0.00 mg,0.00 mg,87.26 g,0.4256
"Fast foods, and tomato on white bread, lettuce, bacon, submarine sandwich",100 g,205,6.4g,1.9g,13mg,354.00 mg,16.4 mg,89.00 mcg,65.00 mcg,4.850 mg,0.435 mg,0.280 mg,0.405 mg,70.00 IU,3.00 mcg,0.00 mcg,42.00 mcg,0.00 mcg,72.00 mcg,0,0.18 mcg,0.100 mg,1.3 mg,1.00 IU,0.29 mg,0.29 mg,6.4 mcg,210.00 mg,0.101 mg,2.14 mg,22.00 mg,0.376 mg,101.00 mg,186.00 mg,23.2 mcg,0.96 mg,10.06 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.66 g,1.6 g,3.61 g,1.69 g,0.00 g,1.10 g,0.00 g,0.82 g,0.00 g,6.41 g,1.917 g,2.356 g,1.617 g,13.00 mg,0.0 g,1.83 g,0.00 mg,0.00 mg,55.03 g,2.4206
"Cereals ready-to-eat, unfrosted bite size, KELLOGG'S MINI-WHEATS, KELLOGG",100 g,342,2g,0.5g,0,2.00 mg,0,364.00 mcg,336.00 mcg,9.100 mg,0,0.770 mg,0.680 mg,7.00 IU,0,0,0,0,0,0,2.70 mcg,0.910 mg,0.0 mg,0,0.67 mg,0.67 mg,0,35.00 mg,0,29.50 mg,110.00 mg,0,469.00 mg,463.00 mg,0,2.70 mg,11.60 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.00 g,13.8 g,0.40 g,0,0,0,0,0,0,2.00 g,0.500 g,0.300 g,1.100 g,0.00 mg,0.0 g,1.00 g,0.00 mg,0.00 mg,4.40 g,1.0241
"Veal, breaded, pan-fried, cooked, separable lean and fat, leg (top round)",100 g,238,9.2g,3.1g,112mg,454.00 mg,113.2 mg,27.00 mcg,8.00 mcg,10.340 mg,1.070 mg,0.350 mg,0.160 mg,34.00 IU,10.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,1.24 mcg,0.400 mg,0.0 mg,0.00 IU,0.53 mg,0.53 mg,5.1 mcg,39.00 mg,0.073 mg,1.64 mg,31.00 mg,0.135 mg,250.00 mg,371.00 mg,16.5 mcg,2.75 mg,27.29 g,1.582 g,1.578 g,2.307 g,0.328 g,4.547 g,1.368 g,0.956 g,0,1.339 g,2.161 g,2.144 g,0.631 g,1.129 g,1.247 g,1.075 g,1.172 g,0.284 g,0.864 g,1.512 g,9.91 g,0.3 g,0.57 g,0.23 g,0.00 g,0.17 g,0.00 g,0.18 g,0.00 g,9.18 g,3.060 g,3.390 g,1.490 g,112.00 mg,0.0 g,2.31 g,0.00 mg,0.00 mg,51.31 g,2.4472
"Cereals ready-to-eat, 25% Less Sugar CINNAMON TOAST CRUNCH, GENERAL MILLS",100 g,386,9.9g,1g,0,565.00 mg,12.4 mg,286.00 mcg,267.00 mcg,14.300 mg,0,1.200 mg,1.100 mg,1429.00 IU,426.00 mcg,2.00 mcg,5.00 mcg,1.00 mcg,181.00 mcg,0,4.30 mcg,1.420 mg,17.1 mg,114.00 IU,1.74 mg,1.74 mg,7.8 mcg,714.00 mg,0.154 mg,12.89 mg,57.00 mg,0,357.00 mg,167.00 mg,6.9 mcg,10.69 mg,5.09 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.19 g,11.2 g,21.39 g,0,0,0,0,0,0,9.89 g,1.000 g,6.500 g,2.090 g,0.00 mg,0.0 g,4.30 g,0.00 mg,0.00 mg,2.50 g,1.0906
"PREGO Pasta, ready-to-serve, Chunky Garden Mushroom Supreme Italian Sauce",100 g,69,2.3g,0.4g,0,354.00 mg,0,0,0,0,0,0,0,385.00 IU,0,0,0,0,0,0,0,0,1.8 mg,0,0,0,0,0.00 mg,0,0.55 mg,0,0,0,354.00 mg,0,0,1.54 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.00 g,2.3 g,7.69 g,0,0,0,0,0,0,2.31 g,0.385 g,0.385 g,1.154 g,0.00 mg,0,7.35 g,0,0,78.80 g,0.8379
"Turkey, roasted, with added solution, meat only, from whole bird, breast",100 g,127,2.1g,0.6g,69mg,238.00 mg,69.8 mg,7.00 mcg,0.00 mcg,11.750 mg,0.900 mg,0.208 mg,0.038 mg,11.00 IU,3.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.79 mcg,0.697 mg,0.0 mg,10.00 IU,0.06 mg,0.06 mg,0.0 mcg,13.00 mg,0.062 mg,0.55 mg,30.00 mg,0.011 mg,255.00 mg,249.00 mg,30.2 mcg,1.49 mg,26.97 g,1.164 g,1.219 g,1.722 g,0.203 g,2.921 g,0.919 g,0.584 g,0,0.617 g,1.493 g,1.777 g,0.563 g,0.694 g,1.163 g,0.853 g,0.782 g,0.229 g,0.640 g,0.688 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,2.08 g,0.593 g,0.626 g,0.528 g,69.00 mg,0.0 g,1.44 g,0.00 mg,0.00 mg,70.18 g,1.5162
"Fast foods, large patty; with condiments and bacon, cheeseburger; single",100 g,282,16g,6.1g,50mg,674.00 mg,0,49.00 mcg,0,4.233 mg,0.354 mg,0.348 mg,0.174 mg,0,0,0,0,0,0,0,1.25 mcg,0.242 mg,0.7 mg,0,0,0,0,137.00 mg,0.102 mg,2.07 mg,23.00 mg,0.166 mg,181.00 mg,238.00 mg,3.4 mcg,2.67 mg,15.78 g,0.852 g,0.948 g,1.292 g,0.169 g,3.034 g,0.956 g,0.508 g,0,0.696 g,1.271 g,1.239 g,0.365 g,0.683 g,1.112 g,0.630 g,0.617 g,0.199 g,0.551 g,0.826 g,18.89 g,1.3 g,4.63 g,1.79 g,0.00 g,1.55 g,0.52 g,0.59 g,0.18 g,15.86 g,6.126 g,5.427 g,0.672 g,50.00 mg,0,2.62 g,0,0,46.85 g,2.926
"Pork, roasted, cooked, separable lean only, shank half, leg (ham), fresh",100 g,175,5.8g,1.8g,93mg,84.00 mg,98.6 mg,0.00 mcg,0.00 mcg,8.082 mg,0.877 mg,0.373 mg,0.440 mg,4.00 IU,1.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.50 mcg,0.478 mg,0.0 mg,15.00 IU,0.26 mg,0.26 mg,0.0 mcg,14.00 mg,0.123 mg,0.92 mg,24.00 mg,0.019 mg,261.00 mg,376.00 mg,28.6 mcg,2.67 mg,28.69 g,1.643 g,1.849 g,2.683 g,0.323 g,4.383 g,1.297 g,1.167 g,0.100 g,1.358 g,2.361 g,2.551 g,0.786 g,1.192 g,1.160 g,1.198 g,1.262 g,0.341 g,1.137 g,1.451 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,5.83 g,1.837 g,2.482 g,1.130 g,93.00 mg,0.0 g,1.20 g,0.00 mg,0.00 mg,65.28 g,2.0881
"PREGO Pasta, ready-to-serve, Heart Smart- Ricotta Parmesan Italian Sauce",100 g,72,2g,0.8g,4mg,288.00 mg,0,0,0,0,0,0,0,400.00 IU,0,0,0,0,0,0,0,0,1.9 mg,0,0,0,0,48.00 mg,0,0.58 mg,0,0,0,328.00 mg,0,0,2.40 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.40 g,2.4 g,8.00 g,0,0,0,0,0,0,2.00 g,0.800 g,0,0,4.00 mg,0,2.00 g,0,0,83.00 g,0.798
"Chicken, batter, fried, cooked, meat and skin, thigh, broilers or fryers",100 g,277,17g,4.4g,93mg,288.00 mg,0,19.00 mcg,10.00 mcg,5.715 mg,0.982 mg,0.227 mg,0.119 mg,95.00 IU,29.00 mcg,0,0,0,0,0,0.28 mcg,0.260 mg,0.0 mg,0,0,0,0,18.00 mg,0.082 mg,1.45 mg,21.00 mg,0.057 mg,155.00 mg,192.00 mg,23.2 mcg,2.04 mg,21.61 g,1.210 g,1.317 g,1.869 g,0.297 g,3.465 g,1.288 g,0.632 g,0,1.085 g,1.590 g,1.699 g,0.568 g,0.864 g,1.114 g,0.796 g,0.886 g,0.248 g,0.705 g,1.056 g,9.08 g,0.3 g,0,0,0,0,0,0,0,16.53 g,4.410 g,6.700 g,3.900 g,93.00 mg,0,1.27 g,0,0,51.50 g,1.1704
"Cereals, no salt, prepared with water, QUAKER MultiGrain Oatmeal, QUAKER",100 g,61,0.5g,0.1g,0,3.00 mg,0,5.00 mcg,4.00 mcg,0.656 mg,0.092 mg,0.024 mg,0.053 mg,1.00 IU,0.00 mcg,0,0,0,0,0,0.00 mcg,0.044 mg,0.0 mg,0,0,0,0,8.00 mg,0.086 mg,0.56 mg,22.00 mg,0.482 mg,64.00 mg,75.00 mg,0,0.61 mg,2.08 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.49 g,2.2 g,0,0,0,0,0,0,0,0.47 g,0.096 g,0.105 g,0.235 g,0.00 mg,0.0 g,0.37 g,0.00 mg,0.00 mg,83.58 g,0.1064
"POPEYES, skin and breading removed, meat only, Wing, Mild, Fried Chicken",100 g,212,9.4g,3.1g,156mg,814.00 mg,141.2 mg,0,0,8.127 mg,1.350 mg,0.297 mg,0.098 mg,35.00 IU,10.00 mcg,0,0,0,0,0,0.75 mcg,0.300 mg,0,0,0.39 mg,0.39 mg,0,38.00 mg,0.093 mg,0.92 mg,26.00 mg,0.041 mg,188.00 mg,314.00 mg,42.7 mcg,2.02 mg,28.94 g,1.648 g,1.636 g,1.966 g,0.335 g,6.767 g,2.432 g,0.689 g,0.769 g,0.849 g,1.764 g,1.255 g,0.419 g,1.107 g,2.322 g,1.127 g,0.955 g,0.221 g,0.886 g,1.054 g,2.90 g,0,0,0,0,0,0,0,0,9.42 g,3.079 g,4.024 g,1.391 g,156.00 mg,0,2.89 g,0,0,55.85 g,0.6251
"SUPPER BAKES MEAL KITS, Cheesy Chicken with pasta (chicken not included)",100 g,198,4.7g,1.2g,6mg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.76 g,1.2 g,4.71 g,0,0,0,0,0,0,4.71 g,1.176 g,0,0,6.00 mg,0,5.17 g,0,0,51.30 g,0.8246
"SUPPER BAKES MEAL KITS, Garlic Chicken with pasta (chicken not included)",100 g,220,1g,0.5g,5mg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.76 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.93 g,2.0 g,6.83 g,0,0,0,0,0,0,0.98 g,0.488 g,0,0,5.00 mg,0,4.34 g,0,0,42.00 g,0.7581
"Pork, pan-broil, heated, separable lean only, bone-in, slice, ham, cured",100 g,148,4.1g,1.3g,73mg,870.00 mg,112.9 mg,2.00 mcg,0.00 mcg,7.767 mg,0.758 mg,0.317 mg,0.575 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.66 mcg,0.540 mg,0.0 mg,44.00 IU,0.30 mg,0.30 mg,0.0 mcg,15.00 mg,0.426 mg,1.42 mg,25.00 mg,0.022 mg,296.00 mg,427.00 mg,25.3 mcg,3.04 mg,27.18 g,1.601 g,1.739 g,2.371 g,0.305 g,3.890 g,1.419 g,1.184 g,0.176 g,1.227 g,2.177 g,2.296 g,0.650 g,1.087 g,1.167 g,1.064 g,1.216 g,0.255 g,0.882 g,1.375 g,0.74 g,0.0 g,0.74 g,0.00 g,0.00 g,0.11 g,0.00 g,0.00 g,0.63 g,4.09 g,1.253 g,1.613 g,0.644 g,73.00 mg,0.0 g,3.17 g,0.00 mg,0.00 mg,65.33 g,1.463
"Beef, braised, cooked, separable lean only, flank, imported, New Zealand",100 g,194,7.9g,2.9g,78mg,28.00 mg,0,0,0,3.467 mg,0.130 mg,0.086 mg,0.021 mg,38.00 IU,11.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,1.40 mcg,0.120 mg,0.0 mg,11.00 IU,0.95 mg,0.95 mg,0,5.00 mg,0.066 mg,2.41 mg,18.00 mg,0.011 mg,141.00 mg,192.00 mg,5.5 mcg,6.89 mg,30.75 g,1.600 g,2.023 g,0,0,4.288 g,1.675 g,1.108 g,0,1.278 g,2.320 g,2.434 g,1.011 g,1.195 g,0.987 g,1.081 g,1.113 g,0.322 g,1.034 g,1.357 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,7.92 g,2.862 g,2.712 g,0.288 g,78.00 mg,0.0 g,0.67 g,0.00 mg,0.00 mg,61.51 g,4.256
CAMPBELL'S Homestyle HEALTHY REQUEST Chicken with Whole Grain Pasta Soup,100 g,40,0.8g,0.2g,4mg,167.00 mg,0,0,0,1.820 mg,0,0.019 mg,0.015 mg,408.00 IU,0,0,0,0,0,0,0,0,0.0 mg,0,0,0,0,11.00 mg,0.025 mg,0.31 mg,9.00 mg,0.054 mg,45.00 mg,265.00 mg,5.0 mcg,0.20 mg,3.80 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28 g,0.7 g,0.32 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,0.32 g,0.82 g,0.204 g,0.408 g,0.204 g,4.00 mg,0,1.26 g,0,0,89.84 g,0.3325
"Pork, braised, cooked, separable lean only, arm picnic, shoulder, fresh",100 g,194,8.9g,2.9g,87mg,100.00 mg,110.9 mg,5.00 mcg,0.00 mcg,5.538 mg,1.270 mg,0.335 mg,0.463 mg,6.00 IU,2.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.76 mcg,0.362 mg,0.0 mg,42.00 IU,0.29 mg,0.29 mg,0.0 mcg,16.00 mg,0.109 mg,0.97 mg,23.00 mg,0.023 mg,254.00 mg,382.00 mg,31.2 mcg,3.35 mg,26.76 g,1.533 g,1.724 g,2.503 g,0.302 g,4.088 g,1.209 g,1.089 g,0.093 g,1.267 g,2.203 g,2.380 g,0.734 g,1.112 g,1.082 g,1.118 g,1.177 g,0.319 g,1.060 g,1.354 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,8.87 g,2.850 g,3.767 g,1.859 g,87.00 mg,0.0 g,1.15 g,0.00 mg,0.00 mg,63.59 g,1.33
"Pork, roasted, cooked, separable lean only, arm picnic, shoulder, fresh",100 g,228,13g,4.3g,95mg,80.00 mg,0,5.00 mcg,0.00 mcg,4.314 mg,0.592 mg,0.357 mg,0.578 mg,7.00 IU,0.00 mcg,0,0,0,0,0,0.78 mcg,0.410 mg,0.3 mg,36.00 IU,0,0,0,9.00 mg,0.128 mg,1.42 mg,20.00 mg,0.041 mg,247.00 mg,351.00 mg,38.5 mcg,4.07 mg,26.68 g,1.554 g,1.659 g,2.475 g,0.340 g,4.176 g,1.267 g,1.066 g,0,1.249 g,2.141 g,2.399 g,0.706 g,1.065 g,1.072 g,1.102 g,1.218 g,0.339 g,0.930 g,1.447 g,0.00 g,0.0 g,0,0,0,0,0,0,0,12.62 g,4.300 g,5.980 g,1.200 g,95.00 mg,0,1.06 g,0,0,60.27 g,1.3965
"Pork, broiled, cooked, separable lean only, bone-in, center loin (chops), loin, fresh",100 g,180,7.3g,2.2g,84mg,56.00 mg,76.0 mg,0.00 mcg,0.00 mcg,8.485 mg,0.672 mg,0.243 mg,0.624 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.54 mcg,0.701 mg,0.0 mg,28.00 IU,0.10 mg,0.10 mg,0.0 mcg,23.00 mg,0.081 mg,0.80 mg,26.00 mg,0.009 mg,228.00 mg,356.00 mg,45.7 mcg,2.22 mg,26.76 g,1.571 g,1.780 g,2.618 g,0.309 g,4.272 g,1.206 g,1.156 g,0.069 g,1.317 g,2.279 g,2.482 g,0.737 g,1.125 g,1.082 g,1.157 g,1.201 g,0.282 g,1.018 g,1.398 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,7.29 g,2.156 g,2.643 g,0.816 g,84.00 mg,0.0 g,1.05 g,0.00 mg,0.00 mg,65.01 g,1.596
